PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBGROUP;REQUIREMENTS_ATTRIBUTES_SERVICE;REQUIREMENTS_ATTRIBUTES_TYPE;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME;REQUIREMENTS_ATTRIBUTES_COMMENT
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;AWS policy AWSCloudTrail_FullAccess is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess;iam_aws_attached_policy_no_administrative_privileges;False;AWSCloudTrail_FullAccess;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;AWS policy AWSResourceExplorerServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSResourceExplorerServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSResourceExplorerServiceRolePolicy;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;AWS policy ComputeOptimizerServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/ComputeOptimizerServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;ComputeOptimizerServiceRolePolicy;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;AWS policy AWSNATGatewayServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSNATGatewayServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSNATGatewayServiceRolePolicy;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;AWS policy AWS_ConfigRole is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/service-role/AWS_ConfigRole;iam_aws_attached_policy_no_administrative_privileges;False;AWS_ConfigRole;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Custom policy CWDBSharing-PublicReadOnlyAccess-39P3YIQ1 is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:policy/service-role/CWDBSharing-PublicReadOnlyAccess-39P3YIQ1;iam_customer_attached_policy_no_administrative_privileges;False;CWDBSharing-PublicReadOnlyAccess-39P3YIQ1;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Custom policy AWSLambdaBasicExecutionRole-516baea8-abdd-4127-8efb-be11991fb601 is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:policy/service-role/AWSLambdaBasicExecutionRole-516baea8-abdd-4127-8efb-be11991fb601;iam_customer_attached_policy_no_administrative_privileges;False;AWSLambdaBasicExecutionRole-516baea8-abdd-4127-8efb-be11991fb601;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Custom policy instanceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:policy/instanceRolePolicy;iam_customer_attached_policy_no_administrative_privileges;False;instanceRolePolicy;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Custom policy CWDBSharing-PublicReadOnlyAccess-UUZVACYD is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:policy/service-role/CWDBSharing-PublicReadOnlyAccess-UUZVACYD;iam_customer_attached_policy_no_administrative_privileges;False;CWDBSharing-PublicReadOnlyAccess-UUZVACYD;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Custom policy ec2-s3-access-policy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:policy/ec2-s3-access-policy;iam_customer_attached_policy_no_administrative_privileges;False;ec2-s3-access-policy;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy CostAnomalyLab attached to user AdnanTest does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:user/AdnanTest;iam_inline_policy_no_administrative_privileges;False;AdnanTest/CostAnomalyLab;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy CreateCostCategoryDefinitionPolicy attached to user AdnanTest does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:user/AdnanTest;iam_inline_policy_no_administrative_privileges;False;AdnanTest/CreateCostCategoryDefinitionPolicy;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy EC2S3DynamoDBCloudWatchFullAccess attached to user AdnanTest does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:user/AdnanTest;iam_inline_policy_no_administrative_privileges;False;AdnanTest/EC2S3DynamoDBCloudWatchFullAccess;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy LambdaCreateFunctionPolicy attached to user AdnanTest does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:user/AdnanTest;iam_inline_policy_no_administrative_privileges;False;AdnanTest/LambdaCreateFunctionPolicy;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy S3StorageLensCloudWatchFullAccess attached to user AdnanTest does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:user/AdnanTest;iam_inline_policy_no_administrative_privileges;False;AdnanTest/S3StorageLensCloudWatchFullAccess;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy TemporaryCleanupInspection attached to user AdnanTest does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:user/AdnanTest;iam_inline_policy_no_administrative_privileges;False;AdnanTest/TemporaryCleanupInspection;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy AWSLambdaBasicExecutionRolePolicy attached to role AWSLambdaBasicExecutionRole does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:role/AWSLambdaBasicExecutionRole;iam_inline_policy_no_administrative_privileges;False;AWSLambdaBasicExecutionRole/AWSLambdaBasicExecutionRolePolicy;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy terraform-20260901081024815100000001 attached to role ce-capstone-app-instance does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:role/ce-capstone-app-instance;iam_inline_policy_no_administrative_privileges;False;ce-capstone-app-instance/terraform-20260901081024815100000001;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy terraform-20260901081026751800000003 attached to role ce-capstone-app-instance does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:role/ce-capstone-app-instance;iam_inline_policy_no_administrative_privileges;False;ce-capstone-app-instance/terraform-20260901081026751800000003;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy terraform-20260901095644778700000002 attached to role ce-capstone-config does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:role/ce-capstone-config;iam_inline_policy_no_administrative_privileges;False;ce-capstone-config/terraform-20260901095644778700000002;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy terraform-20260831143439554400000001 attached to role ce-capstone-flow-logs does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:role/ce-capstone-flow-logs;iam_inline_policy_no_administrative_privileges;False;ce-capstone-flow-logs/terraform-20260831143439554400000001;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy FinOpsAccess attached to role FinOpsLambdaRole does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:role/FinOpsLambdaRole;iam_inline_policy_no_administrative_privileges;False;FinOpsLambdaRole/FinOpsAccess;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy AppLeastPrivilegePolicy attached to role InsecureAppRole does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:role/InsecureAppRole;iam_inline_policy_no_administrative_privileges;False;InsecureAppRole/AppLeastPrivilegePolicy;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy EC2StartStop attached to role InstanceSchedulerRole does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:role/InstanceSchedulerRole;iam_inline_policy_no_administrative_privileges;False;InstanceSchedulerRole/EC2StartStop;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.1;This control checks whether the default version of IAM policies (also known as customer managed policies) has administrator access that includes a statement with 'Effect': 'Allow' with 'Action': '*' over 'Resource': '*'. The control only checks the customer managed policies that you create. It does not check inline and AWS managed policies.;IAM;;;IAM;;PASS;Inline policy secrets-read-only attached to role m508-secrets-lab-github-actions-role does not allow '*:*' administrative privileges.;arn:aws:iam::128529977749:role/m508-secrets-lab-github-actions-role;iam_inline_policy_no_administrative_privileges;False;m508-secrets-lab-github-actions-role/secrets-read-only;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.4;This control checks whether the root user access key is present. The root account is the most privileged user in an AWS account. AWS access keys provide programmatic access to a given account.;IAM;;;IAM;;PASS;Root account does not have access keys.;arn:aws:iam::128529977749:root;iam_no_root_access_key;False;<root_account>;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.7;This control checks whether the account password policy for IAM users uses the recommended configurations.;IAM;;;IAM;;FAIL;Password expiration is not set.;arn:aws:iam:eu-north-1:128529977749:password-policy;iam_password_policy_expires_passwords_within_90_days_or_less;False;128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.10;This control checks whether the account password policy for IAM users uses the following minimum PCI DSS configurations.RequireUppercaseCharacters â Require at least one uppercase character in password. (Default = true)RequireLowercaseCharacters â Require at least one lowercase character in password. (Default = true)RequireNumbers â Require at least one number in password. (Default = true)MinimumPasswordLength â Password minimum length. (Default = 7 or longer)PasswordReusePrevention â Number of passwords before allowing reuse. (Default = 4)MaxPasswordAge â Number of days before password expiration. (Default = 90).;IAM;;;IAM;;FAIL;Password expiration is not set.;arn:aws:iam:eu-north-1:128529977749:password-policy;iam_password_policy_expires_passwords_within_90_days_or_less;False;128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.7;This control checks whether the account password policy for IAM users uses the recommended configurations.;IAM;;;IAM;;FAIL;IAM password policy does not require at least one lowercase letter.;arn:aws:iam:eu-north-1:128529977749:password-policy;iam_password_policy_lowercase;False;128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.10;This control checks whether the account password policy for IAM users uses the following minimum PCI DSS configurations.RequireUppercaseCharacters â Require at least one uppercase character in password. (Default = true)RequireLowercaseCharacters â Require at least one lowercase character in password. (Default = true)RequireNumbers â Require at least one number in password. (Default = true)MinimumPasswordLength â Password minimum length. (Default = 7 or longer)PasswordReusePrevention â Number of passwords before allowing reuse. (Default = 4)MaxPasswordAge â Number of days before password expiration. (Default = 90).;IAM;;;IAM;;FAIL;IAM password policy does not require at least one lowercase letter.;arn:aws:iam:eu-north-1:128529977749:password-policy;iam_password_policy_lowercase;False;128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.7;This control checks whether the account password policy for IAM users uses the recommended configurations.;IAM;;;IAM;;FAIL;IAM password policy does not require minimum length of 14 characters.;arn:aws:iam:eu-north-1:128529977749:password-policy;iam_password_policy_minimum_length_14;False;128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.10;This control checks whether the account password policy for IAM users uses the following minimum PCI DSS configurations.RequireUppercaseCharacters â Require at least one uppercase character in password. (Default = true)RequireLowercaseCharacters â Require at least one lowercase character in password. (Default = true)RequireNumbers â Require at least one number in password. (Default = true)MinimumPasswordLength â Password minimum length. (Default = 7 or longer)PasswordReusePrevention â Number of passwords before allowing reuse. (Default = 4)MaxPasswordAge â Number of days before password expiration. (Default = 90).;IAM;;;IAM;;FAIL;IAM password policy does not require minimum length of 14 characters.;arn:aws:iam:eu-north-1:128529977749:password-policy;iam_password_policy_minimum_length_14;False;128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.7;This control checks whether the account password policy for IAM users uses the recommended configurations.;IAM;;;IAM;;FAIL;IAM password policy does not require at least one number.;arn:aws:iam:eu-north-1:128529977749:password-policy;iam_password_policy_number;False;128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.10;This control checks whether the account password policy for IAM users uses the following minimum PCI DSS configurations.RequireUppercaseCharacters â Require at least one uppercase character in password. (Default = true)RequireLowercaseCharacters â Require at least one lowercase character in password. (Default = true)RequireNumbers â Require at least one number in password. (Default = true)MinimumPasswordLength â Password minimum length. (Default = 7 or longer)PasswordReusePrevention â Number of passwords before allowing reuse. (Default = 4)MaxPasswordAge â Number of days before password expiration. (Default = 90).;IAM;;;IAM;;FAIL;IAM password policy does not require at least one number.;arn:aws:iam:eu-north-1:128529977749:password-policy;iam_password_policy_number;False;128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.7;This control checks whether the account password policy for IAM users uses the recommended configurations.;IAM;;;IAM;;FAIL;IAM password policy reuse prevention is less than 24 or not set.;arn:aws:iam:eu-north-1:128529977749:password-policy;iam_password_policy_reuse_24;False;128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.10;This control checks whether the account password policy for IAM users uses the following minimum PCI DSS configurations.RequireUppercaseCharacters â Require at least one uppercase character in password. (Default = true)RequireLowercaseCharacters â Require at least one lowercase character in password. (Default = true)RequireNumbers â Require at least one number in password. (Default = true)MinimumPasswordLength â Password minimum length. (Default = 7 or longer)PasswordReusePrevention â Number of passwords before allowing reuse. (Default = 4)MaxPasswordAge â Number of days before password expiration. (Default = 90).;IAM;;;IAM;;FAIL;IAM password policy reuse prevention is less than 24 or not set.;arn:aws:iam:eu-north-1:128529977749:password-policy;iam_password_policy_reuse_24;False;128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.7;This control checks whether the account password policy for IAM users uses the recommended configurations.;IAM;;;IAM;;FAIL;IAM password policy does not require at least one symbol.;arn:aws:iam:eu-north-1:128529977749:password-policy;iam_password_policy_symbol;False;128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.10;This control checks whether the account password policy for IAM users uses the following minimum PCI DSS configurations.RequireUppercaseCharacters â Require at least one uppercase character in password. (Default = true)RequireLowercaseCharacters â Require at least one lowercase character in password. (Default = true)RequireNumbers â Require at least one number in password. (Default = true)MinimumPasswordLength â Password minimum length. (Default = 7 or longer)PasswordReusePrevention â Number of passwords before allowing reuse. (Default = 4)MaxPasswordAge â Number of days before password expiration. (Default = 90).;IAM;;;IAM;;FAIL;IAM password policy does not require at least one symbol.;arn:aws:iam:eu-north-1:128529977749:password-policy;iam_password_policy_symbol;False;128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
aws;The AWS Foundational Security Best Practices standard is a set of controls that detect when your deployed accounts and resources deviate from security best practices.;128529977749;eu-north-1;2026-09-01 14:00:52.311778;IAM.7;This control checks whether the account password policy for IAM users uses the recommended configurations.;IAM;;;IAM;;FAIL;IAM password policy does not require at least one uppercase letter.;arn:aws:iam:eu-north-1:128529977749:password-policy;iam_password_policy_uppercase;False;128529977749;AWS-Foundational-Security-Best-Practices;AWS Foundational Security Best Practices;
